date,return,adjClose
1975-01-01,18.097,118.097
1975-02-01,13.307,133.812
1975-03-01,-0.373,133.313
1975-04-01,4.031,138.687
1975-05-01,-0.373,138.170
1975-06-01,-3.830,132.878
1975-07-01,-4.212,127.281
1975-08-01,0.181,127.511
1975-09-01,-3.358,123.229
1975-10-01,6.678,131.459
1975-11-01,2.157,134.294
1975-12-01,1.199,135.904
1976-01-01,3.832,141.112
1976-02-01,0.119,141.280
1976-03-01,-1.966,138.503
1976-04-01,0.354,138.993
1976-05-01,-2.394,135.665
1976-06-01,1.304,137.435
1976-07-01,-0.836,136.286
1976-08-01,1.188,137.905
1976-09-01,-1.357,136.033
1976-10-01,-5.211,128.945
1976-11-01,0.291,129.320
1976-12-01,9.745,141.922
1977-01-01,0.110,142.078
1977-02-01,1.391,144.054
1977-03-01,1.296,145.921
1977-04-01,1.301,147.820
1977-05-01,-0.165,147.576
1977-06-01,2.661,151.503
1977-07-01,-2.267,148.068
1977-08-01,4.603,154.884
1977-09-01,3.482,160.277
1977-10-01,2.586,164.422
1977-11-01,-1.075,162.654
1977-12-01,3.545,168.420
1978-01-01,1.106,170.283
1978-02-01,0.867,171.759
1978-03-01,5.602,181.381
1978-04-01,0.916,183.043
1978-05-01,1.946,186.605
1978-06-01,5.439,196.754
1978-07-01,8.027,212.548
1978-08-01,3.668,220.344
1978-09-01,3.264,227.536
1978-10-01,4.570,237.934
1978-11-01,-9.258,215.906
1978-12-01,3.966,224.469
1979-01-01,0.210,224.941
1979-02-01,-0.444,223.942
1979-03-01,2.845,230.313
1979-04-01,-1.126,227.720
1979-05-01,-1.675,223.906
1979-06-01,1.486,227.233
1979-07-01,1.905,231.562
1979-08-01,3.789,240.335
1979-09-01,3.127,247.851
1979-10-01,-9.024,225.485
1979-11-01,2.132,230.292
1979-12-01,4.147,239.842
1980-01-01,5.268,252.477
1980-02-01,1.010,255.027
1980-03-01,-11.47,225.77547137029
1980-04-01,9.650,247.562804357523
1980-05-01,4.465,258.616483572086
1980-06-01,7.949,279.173907851231
1980-07-01,1.785,284.157162106375
1980-08-01,3.275,293.463309165359
1980-09-01,3.134,302.660449274601
1980-10-01,2.959,311.616171968636
1980-11-01,-1.212,307.839383964376
1980-12-01,0.092,308.122596197623
1981-01-01,-0.883,305.401873673198
1981-02-01,-0.337,304.372669358919
1981-03-01,3.167,314.012151797516
1981-04-01,-0.598,312.134359129767
1981-05-01,-5.846,293.886984495041
1981-06-01,1.470,298.207123167118
1981-07-01,-5.841,280.788845102927
1981-08-01,2.467,287.715905911616
1981-09-01,-9.247,261.110816091969
1981-10-01,1.478,264.970033953808
1981-11-01,11.655,295.852291411124
1981-12-01,-2.219,289.287329064711
1982-01-01,-0.800,286.973030432193
1982-02-01,-6.542,268.199254781319
1982-03-01,-4.659,255.703851501057
1982-04-01,4.595,267.453443477531
1982-05-01,-1.933,262.28356841511
1982-06-01,-7.400,242.874584352392
1982-07-01,-0.017,242.833295673052
1982-08-01,0.350,243.683212207908
1982-09-01,-0.618,242.177249956463
1982-10-01,0.910,244.381062931067
1982-11-01,8.903,266.13830896382
1982-12-01,7.388,285.800607230067
1983-01-01,1.133,289.038728109984
1983-02-01,2.845,297.261879924713
1983-03-01,2.187,303.762997238666
1983-04-01,5.510,320.500338386516
1983-05-01,0.024,320.577258467729
1983-06-01,2.150,327.469669524785
1983-07-01,0.286,328.406232779626
1983-08-01,-0.183,327.805249373639
1983-09-01,2.402,335.679131463594
1983-10-01,-1.556,330.45596417802
1983-11-01,3.260,341.228828610223
1983-12-01,4.097,355.208973718384
1984-01-01,2.633,364.561625996389
1984-02-01,0.230,365.400117736181
1984-03-01,5.361,384.989218048018
1984-04-01,-1.453,379.39532470978
1984-05-01,-8.874,345.727783595034
1984-06-01,-0.084,345.437372256814
1984-07-01,-5.790,325.436548403144
1984-08-01,9.612,356.717509435654
1984-09-01,-0.485,354.987429514891
1984-10-01,1.319,359.669713710192
1984-11-01,-0.227,358.85326346007
1984-12-01,0.093,359.186996995088
1985-01-01,2.733,369.003577622964
1985-02-01,-1.820,362.287712510226
1985-03-01,8.402,392.727126115335
1985-04-01,-0.452,390.951999505294
1985-05-01,3.374,404.142719968603
1985-06-01,0.209,404.987378253337
1985-07-01,4.702,424.029884778809
1985-08-01,4.014,441.05044435383
1985-09-01,4.724,461.885667345105
1985-10-01,7.209,495.183005104014
1985-11-01,5.689,523.353966264381
1985-12-01,1.779,532.664433324224
1986-01-01,3.527,551.451507887569
1986-02-01,10.392,608.758348587245
1986-03-01,12.064,682.19895576081
1986-04-01,8.029,736.972709918845
1986-05-01,-2.464,718.813702346445
1986-06-01,5.793,760.454580123375
1986-07-01,3.275,785.359467622416
1986-08-01,5.516,828.679895856468
1986-09-01,-5.416,783.798592696882
1986-10-01,-3.425,756.953490897014
1986-11-01,7.488,813.634168295382
1986-12-01,2.905,837.270240884363
1987-01-01,7.378,899.044039256811
1987-02-01,3.371,929.350813820158
1987-03-01,7.093,995.269667044422
1987-04-01,6.045,1055.43371841726
1987-05-01,2.707,1084.00430917482
1987-06-01,-0.867,1074.60599181427
1987-07-01,1.158,1087.04992919948
