date,adjClose
2015-04-01,5280.0413
1999-07-21,2030.9226
1997-06-15,1661.9589
2008-07-14,2434.191
1996-09-03,1515.3983
1998-10-29,1556.9358
2014-11-09,4797.2544
2011-10-13,2772.4318
2006-10-02,2339.3035
2014-02-23,4812.4063
2005-05-02,1921.7826
2012-07-25,3025.8342
1998-04-15,2040.8145
2005-09-22,2186.8164
2002-08-15,1308.0333
2003-07-10,1639.6185
2003-07-15,1640.3317
2013-11-25,4568.4364
2018-04-24,6831.5245
2019-12-15,7658.7282
2014-12-21,4955.0091
2021-05-27,10851.6497
1996-03-21,1518.4303
2016-08-01,5058.6569
2017-03-08,5605.127
2019-01-28,6562.781
2000-05-16,2508.6699
2009-04-30,1762.9571
2000-08-22,2527.7026
2006-09-20,2370.8411
2006-07-31,2245.6565
2008-02-07,2454.0079
2012-09-16,3336.1895
2005-03-06,2133.7572
2005-08-04,2200.5233
2003-06-15,1558.1683
2016-02-29,4417.3766
1995-02-21,1113.49
1993-11-10,1129.64
2019-07-08,7246.3542
2014-06-23,4713.4403
1999-03-03,1749.3235
1997-09-08,1892.9376
2005-01-10,2039.4402
2014-06-05,4637.6146
1994-11-01,1112.8
1985-03-30,483.432
1996-06-23,1614.2273
1998-07-22,1846.9635
2020-05-07,6840.7495
2012-03-07,3154.9174
2014-08-12,4615.849
2021-07-11,11222.0426
2016-12-07,5574.4009
1999-02-07,1830.1511
2020-08-18,8251.0221
2001-06-18,1906.3533
2000-09-04,2684.1194
2011-12-07,2810.1519
2020-12-08,9858.9195
2013-05-21,3841.8599
1993-06-10,985.53
2007-03-01,2549.6655
2003-12-07,1865.9929
2005-09-12,2249.0568
2012-10-01,3265.5603
1998-03-31,2044.7064
2001-11-05,1660.4257
1993-10-31,1132.3
2006-03-22,2539.0869
2005-09-20,2169.7222
2014-12-03,4808.2646
2000-05-21,2326.6411
1995-10-02,1377.9551
2018-07-04,7468.2101
2013-05-02,3712.23
2012-10-16,3267.4364
1990-04-29,696.401
2008-04-10,2416.6229
2002-01-10,1843.0722
2010-09-07,2330.5121
2019-04-28,7318.5392
2003-05-13,1427.7712
2020-10-29,8104.0399
2004-12-16,2146.0307
2009-03-11,1418.1186
2003-09-23,1779.9912
2014-06-01,4485.4155
2002-04-24,1772.8327
2015-07-30,5409.3769
