date,adjClose,return
1969-07-01,100000.0,
1969-07-02,99917.55010443326,-0.0008244989556673
1969-07-03,100119.47794579422,0.002020944680388
1969-07-07,100127.56871692998,8.081115984381881e-05
1969-07-08,100010.05801910588,-0.0011736098192528
1969-07-09,99836.80965576466,-0.0017323093974018
1969-07-10,100110.37702939734,0.0027401453890196
1969-07-11,101056.83672919733,0.009454161775078
1969-07-14,100759.95161523604,-0.0029378033547284
1969-07-15,100585.33460417304,-0.0017330001480131
1969-07-16,100924.7186215134,0.0033740904543981
1969-07-17,100900.60558698942,-0.0002389209982781
1969-07-18,100825.64832000772,-0.0007428822309404
1969-07-22,101097.15560262265,0.0026928394425314
1969-07-23,100986.62389494384,-0.0010933216371908
1969-07-24,100876.3570413336,-0.0010918956328805
1969-07-25,100830.36680333366,-0.0004559070068429
1969-07-28,100727.4705364196,-0.0010204888683461
1969-07-29,100838.77526809176,0.0011050087039752
1969-07-30,100886.30465334328,0.0004713403660958
1969-07-31,101348.05132575615,0.0045769014337424
1969-08-01,101366.21436269664,0.0001792144664143
1969-08-04,101643.38265334327,0.0027343261498835
1969-08-05,101824.76636013536,0.0017845107281673
1969-08-06,101684.02682937786,-0.0013821738638686
1969-08-07,101637.786992388,-0.0004547404192347
1969-08-08,101531.5466883837,-0.0010452835224781
1969-08-11,101235.4933016848,-0.0029158758667149
1969-08-12,101159.62606588106,-0.0007494134056091
1969-08-13,101177.60686420577,0.0001777467851944
1969-08-14,101323.13849637778,0.0014383778850131
1969-08-15,101310.83890633596,-0.0001213897459588
1969-08-18,101522.55743737248,0.0020897915101885
1969-08-19,101604.34307334214,0.0008055907774005
1969-08-20,101558.3964579278,-0.0004522111361042
1969-08-21,101448.7970624549,-0.0010791761124183
1969-08-22,101275.88837755936,-0.0017043936439098
1969-08-25,101205.11451733984,-0.0006988224083076
1969-08-26,100939.25726683918,-0.0026269151689475
1969-08-27,100767.92832593914,-0.0016973469543878
1969-08-28,100503.76670639284,-0.0026214850690572
1969-08-29,100521.77169117544,0.0001791473630554
1969-09-02,100312.67938121852,-0.0020800698837591
1969-09-03,99894.53022601112,-0.0041684576445047
1969-09-04,99819.10314307029,-0.0007550671970747
1969-09-05,99620.8424043937,-0.0019862003607907
1969-09-08,99367.33461125636,-0.002544726455015
1969-09-09,99354.60067823908,-0.0001281500914469
1969-09-10,99496.02585760294,0.001423438657077
1969-09-11,99268.20584037717,-0.0022897398691265
1969-09-12,99071.67117031524,-0.0019798350176483
1969-09-15,99065.01770883928,-6.71580624145296e-05
1969-09-16,98808.7690226828,-0.0025866717846818
1969-09-17,98765.56501546183,-0.0004372487143428
1969-09-18,97935.41652612523,-0.0084052421429132
1969-09-19,97863.05661358988,-0.0007388533699254
1969-09-22,97976.9608395024,0.0011639144520314
1969-09-23,98025.85141839502,0.0004990007699128
1969-09-24,97953.25196174896,-0.0007406154151743
1969-09-25,97822.19981859835,-0.0013379049753423
1969-09-26,97274.08339403076,-0.0056031905394077
1969-09-29,97032.92031565006,-0.0024792120364044
1969-09-30,96727.61711013112,-0.003146387891097
1969-10-01,96626.28197864324,-0.0010476339076201
1969-10-02,97088.66614226004,0.0047852836117505
1969-10-03,97491.56700646778,0.0041498238694246
1969-10-06,97756.44312770368,0.0027169131584305
1969-10-07,97919.78418864202,0.0016708981598785
1969-10-08,98151.37079250184,0.0023650644839419
1969-10-09,98109.95197916737,-0.0004219891479868
1969-10-10,98639.22772048666,0.0053947202158621
1969-10-13,98639.22772048666,0.0053947202158621
1969-10-14,99564.59476915387,0.009381329011308
1969-10-15,99429.5458821308,-0.0013563946836342
1969-10-16,100030.6084566892,0.0060451103263705
1969-10-17,100484.41499759532,0.0045366768023071
1969-10-20,101558.30709877545,0.0106871508502666
1969-10-21,101982.49316009124,0.0041767736528264
1969-10-22,101780.79196093904,-0.0019778021982223
1969-10-23,101279.59764482596,-0.0049242524690261
1969-10-24,101298.03133650422,0.0001820079473746
1969-10-27,101235.15765967364,-0.0006206801455176
1969-10-28,100957.05545363,-0.002747091153634
1969-10-29,101009.2029985928,0.0005165319524078
1969-10-30,101240.1226091552,0.002286124468932
1969-10-31,101281.43555961402,0.0004080689492871
1969-11-03,101549.63784013414,0.0026480892479279
1969-11-04,101549.63784013414,0.0026480892479279
1969-11-05,101224.33017362024,-0.0032034350238258
1969-11-06,100931.3965318262,-0.0028939054601949
1969-11-07,101072.16466677512,0.0013946912436164
1969-11-10,101195.71781302417,0.0012224250529944
1969-11-11,101195.71781302417,0.0012224250529944
1969-11-12,100908.2942439708,-0.0028402740280415
1969-11-13,100462.46182728764,-0.0044181939653569
1969-11-14,100791.04305792764,0.0032706866292495
1969-11-17,100444.16969428612,-0.0034415098119596
1969-11-18,99922.28698990344,-0.0051957491009294
1969-11-19,99896.4469820766,-0.0002586010449245
1969-11-20,99490.5540269988,-0.0040631370518174
1969-11-21,99654.85912062952,0.0016514642544471
1969-11-24,99873.45280192971,0.0021935075040906
1969-11-25,99934.79149840804,0.0006141641723347
1969-11-26,99835.02693041509,-0.0009982966542192
1969-11-28,100103.88398689212,0.0026930133114946
1969-12-01,100300.04504798706,0.0019595749263896
1969-12-02,99996.59407131468,-0.003025432107505
1969-12-03,99710.70633226389,-0.0028589747651497
1969-12-04,99865.1346743463,0.0015487638967055
1969-12-05,99816.39174185006,-0.0004880875858744
1969-12-08,99614.06723920054,-0.0020269667047551
1969-12-09,99045.81800424434,-0.0057045079144462
1969-12-10,98608.26426523786,-0.0044176901945293
1969-12-11,98487.92010932672,-0.0012204266732392
1969-12-12,98692.54194260498,0.0020776338159147
1969-12-15,98647.35266740162,-0.0004578793322563
1969-12-16,98112.7587656958,-0.0054192422528381
1969-12-17,97970.88978205362,-0.0014459789473556
1969-12-18,97806.29177004892,-0.0016800706043486
1969-12-19,97975.9669399626,0.0017348083322963
1969-12-22,98245.15229241212,0.0027474630856609
1969-12-23,97989.77752865606,-0.0025993624906393
1969-12-24,97644.53357366374,-0.0035232650149794
1969-12-26,97869.4528422103,0.0023034496690681
1969-12-29,97047.5840275366,-0.00839760303962
1969-12-30,97487.76509383068,0.0045357241059105
1969-12-31,97849.19947739168,0.0037074845567863
1970-01-02,98039.99180231056,0.0019498608669044
1970-01-05,98012.16801777956,-0.0002838003555437
1970-01-06,97499.40439278458,-0.0052316323102041
1970-01-07,97209.09933722288,-0.002977505938315
1970-01-08,97437.1591163797,0.0023460743974765
1970-01-09,97953.1310376374,0.0052954327274814
1970-01-12,98205.5304245344,0.0025767362842135
1970-01-13,98287.45000650792,0.0008341646505996
1970-01-14,98007.45815500604,-0.0028487039951016
1970-01-15,98062.17274001637,0.0005582696056025
1970-01-16,98687.83995893523,0.0063803116067768
1970-01-19,99006.51046156872,0.0032290756669322
1970-01-20,98763.15877279744,-0.0024579362269893
1970-01-21,98883.74315952776,0.0012209450186555
1970-01-22,98970.95365971843,0.0008819498271821
1970-01-23,98787.85966736716,-0.0018499770445863
1970-01-26,98728.55441035074,-0.0006003294050109
1970-01-27,98754.34997510262,0.0002612776506851
1970-01-28,98691.96711322568,-0.0006316973570549
1970-01-29,98181.07598022348,-0.0051766232647493
1970-01-30,98266.2471515936,0.0008674907106056
1970-02-02,98872.77055935354,0.0061722455608208
1970-02-03,99232.49083697474,0.0036382137932027
1970-02-04,99570.22876124713,0.0034035014280475
1970-02-05,99725.83766269842,0.0015628055030829
1970-02-06,100210.6683317424,0.0048616354638584
1970-02-09,100729.67420933732,0.0051791479513618
1970-02-10,100501.90140852016,-0.0022612284076667
1970-02-11,100487.42102122116,-0.000144080729778
1970-02-12,100487.42102122116,-0.000144080729778
1970-02-13,101665.58490933666,0.01172449124619
1970-02-16,101654.23983700707,-0.0001115920627386
1970-02-17,101884.53479648814,0.0022654732340756
1970-02-18,102148.68516217178,0.0025926443715063
1970-02-19,102413.66022095,0.0025940134066095
1970-02-20,102274.27377953418,-0.0013610141568527
1970-02-24,102224.47546798394,-0.0004869094612941
1970-02-25,102898.24450171036,0.0065910735236538
1970-02-26,103607.16544422015,0.0068895338879955
1970-02-27,103909.47716910456,0.0029178650297807
