date,adjClose
1979-01-02,100.0
1979-01-03,100.0
1979-01-04,100.0
1979-01-05,100.0
1979-01-08,100.0
1979-01-09,100.0
1979-01-10,100.0
1979-01-11,100.0
1979-01-12,100.0
1979-01-15,100.0
1979-01-16,100.0
1979-01-17,100.0
1979-01-18,100.0
1979-01-19,100.0
1979-01-22,100.0
1979-01-23,100.0
1979-01-24,100.0
1979-01-25,100.0
1979-01-26,100.0
1979-01-29,100.0
1979-01-30,106.25
1979-01-31,106.25
1979-02-01,106.25
1979-02-02,106.25
1979-02-05,106.25
1979-02-06,106.25
1979-02-07,106.25
1979-02-08,106.25
1979-02-09,106.25
1979-02-12,106.25
1979-02-13,106.25
1979-02-14,106.25
1979-02-15,106.25
1979-02-16,106.25
1979-02-20,106.25
1979-02-21,106.25
1979-02-22,106.25
1979-02-23,106.25
1979-02-26,106.25
1979-02-27,103.201
1979-02-28,103.201
1979-03-01,103.201
1979-03-02,103.201
1979-03-05,103.201
1979-03-06,103.201
1979-03-07,103.201
1979-03-08,103.201
1979-03-09,103.201
1979-03-12,103.201
1979-03-13,103.201
1979-03-14,103.201
1979-03-15,103.201
1979-03-16,103.201
1979-03-19,103.201
1979-03-20,103.201
1979-03-21,103.201
1979-03-22,103.201
1979-03-23,103.201
1979-03-26,103.201
1979-03-27,103.201
1979-03-28,103.201
1979-03-29,103.201
1979-03-30,111.715
1979-04-02,111.715
1979-04-03,111.715
1979-04-04,111.715
1979-04-05,111.715
1979-04-06,111.715
1979-04-09,111.715
1979-04-10,111.715
1979-04-11,111.715
1979-04-12,111.715
1979-04-16,111.715
1979-04-17,111.715
1979-04-18,111.715
1979-04-19,111.715
1979-04-20,111.715
1979-04-23,111.715
1979-04-24,111.715
1979-04-25,111.715
1979-04-26,111.715
1979-04-27,111.715
1979-04-30,112.91
1979-05-01,112.91
1979-05-02,112.91
1979-05-03,112.91
1979-05-04,112.91
1979-05-07,112.91
1979-05-08,112.91
1979-05-09,112.91
1979-05-10,112.91
1979-05-11,112.91
1979-05-14,112.91
1979-05-15,112.91
1979-05-16,112.91
1979-05-17,112.91
1979-05-18,112.91
1979-05-21,112.91
1979-05-22,112.91
1979-05-23,112.91
1979-05-24,112.91
1979-05-25,112.91
1979-05-29,112.91
1979-05-30,111.984
1979-05-31,111.984
1979-06-01,111.984
1979-06-04,111.984
1979-06-05,111.984
1979-06-06,111.984
1979-06-07,111.984
1979-06-08,111.984
1979-06-11,111.984
1979-06-12,111.984
1979-06-13,111.984
1979-06-14,111.984
1979-06-15,111.984
1979-06-18,111.984
1979-06-19,111.984
1979-06-20,111.984
1979-06-21,111.984
1979-06-22,111.984
1979-06-25,111.984
1979-06-26,111.984
1979-06-27,111.984
1979-06-28,111.984
1979-06-29,118.703
1979-07-02,118.703
1979-07-03,118.703
1979-07-05,118.703
1979-07-06,118.703
1979-07-09,118.703
1979-07-10,118.703
1979-07-11,118.703
1979-07-12,118.703
1979-07-13,118.703
1979-07-16,118.703
1979-07-17,118.703
1979-07-18,118.703
1979-07-19,118.703
1979-07-20,118.703
1979-07-23,118.703
1979-07-24,118.703
1979-07-25,118.703
1979-07-26,118.703
1979-07-27,118.703
1979-07-30,121.754
1979-07-31,121.754
1979-08-01,121.754
1979-08-02,121.754
1979-08-03,121.754
1979-08-06,121.754
1979-08-07,121.754
1979-08-08,121.754
1979-08-09,121.754
1979-08-10,121.754
1979-08-13,121.754
1979-08-14,121.754
1979-08-15,121.754
1979-08-16,121.754
1979-08-17,121.754
1979-08-20,121.754
