date,return,adjClose
1975-01-02,6.034,106.034
1975-01-03,6.034,106.034
1975-01-06,6.034,106.034
1975-01-07,6.034,106.034
1975-01-08,6.034,106.034
1975-01-09,6.034,106.034
1975-01-10,6.034,106.034
1975-01-13,6.034,106.034
1975-01-14,6.034,106.034
1975-01-15,6.034,106.034
1975-01-16,6.034,106.034
1975-01-17,6.034,106.034
1975-01-20,6.034,106.034
1975-01-21,6.034,106.034
1975-01-22,6.034,106.034
1975-01-23,6.034,106.034
1975-01-24,6.034,106.034
1975-01-27,6.034,106.034
1975-01-28,6.034,106.034
1975-01-29,6.034,106.034
1975-01-30,6.034,106.034
1975-01-31,6.034,106.034
1975-02-03,16.475,123.503
1975-02-04,16.475,123.503
1975-02-05,16.475,123.503
1975-02-06,16.475,123.503
1975-02-07,16.475,123.503
1975-02-10,16.475,123.503
1975-02-11,16.475,123.503
1975-02-12,16.475,123.503
1975-02-13,16.475,123.503
1975-02-14,16.475,123.503
1975-02-18,16.475,123.503
1975-02-19,16.475,123.503
1975-02-20,16.475,123.503
1975-02-21,16.475,123.503
1975-02-24,16.475,123.503
1975-02-25,16.475,123.503
1975-02-26,16.475,123.503
1975-02-27,16.475,123.503
1975-02-28,16.475,123.503
1975-03-03,3.164,127.411
1975-03-04,3.164,127.411
1975-03-05,3.164,127.411
1975-03-06,3.164,127.411
1975-03-07,3.164,127.411
1975-03-10,3.164,127.411
1975-03-11,3.164,127.411
1975-03-12,3.164,127.411
1975-03-13,3.164,127.411
1975-03-14,3.164,127.411
1975-03-17,3.164,127.411
1975-03-18,3.164,127.411
1975-03-19,3.164,127.411
1975-03-20,3.164,127.411
1975-03-21,3.164,127.411
1975-03-24,3.164,127.411
1975-03-25,3.164,127.411
1975-03-26,3.164,127.411
1975-03-27,3.164,127.411
1975-03-31,3.164,127.411
1975-04-01,1.381,129.17
1975-04-02,1.381,129.17
1975-04-03,1.381,129.17
1975-04-04,1.381,129.17
1975-04-07,1.381,129.17
1975-04-08,1.381,129.17
1975-04-09,1.381,129.17
1975-04-10,1.381,129.17
1975-04-11,1.381,129.17
1975-04-14,1.381,129.17
1975-04-15,1.381,129.17
1975-04-16,1.381,129.17
1975-04-17,1.381,129.17
1975-04-18,1.381,129.17
1975-04-21,1.381,129.17
1975-04-22,1.381,129.17
1975-04-23,1.381,129.17
1975-04-24,1.381,129.17
1975-04-25,1.381,129.17
1975-04-28,1.381,129.17
1975-04-29,1.381,129.17
1975-04-30,1.381,129.17
1975-05-01,-0.422,128.625
1975-05-02,-0.422,128.625
1975-05-05,-0.422,128.625
1975-05-06,-0.422,128.625
1975-05-07,-0.422,128.625
1975-05-08,-0.422,128.625
1975-05-09,-0.422,128.625
1975-05-12,-0.422,128.625
1975-05-13,-0.422,128.625
1975-05-14,-0.422,128.625
1975-05-15,-0.422,128.625
1975-05-16,-0.422,128.625
1975-05-19,-0.422,128.625
1975-05-20,-0.422,128.625
1975-05-21,-0.422,128.625
1975-05-22,-0.422,128.625
1975-05-23,-0.422,128.625
1975-05-27,-0.422,128.625
1975-05-28,-0.422,128.625
1975-05-29,-0.422,128.625
1975-05-30,-0.422,128.625
1975-06-02,2.722,132.126
1975-06-03,2.722,132.126
1975-06-04,2.722,132.126
1975-06-05,2.722,132.126
1975-06-06,2.722,132.126
1975-06-09,2.722,132.126
1975-06-10,2.722,132.126
1975-06-11,2.722,132.126
1975-06-12,2.722,132.126
1975-06-13,2.722,132.126
1975-06-16,2.722,132.126
1975-06-17,2.722,132.126
1975-06-18,2.722,132.126
1975-06-19,2.722,132.126
1975-06-20,2.722,132.126
1975-06-23,2.722,132.126
1975-06-24,2.722,132.126
1975-06-25,2.722,132.126
1975-06-26,2.722,132.126
1975-06-27,2.722,132.126
1975-06-30,2.722,132.126
1975-07-01,-5.19,125.269
1975-07-02,-5.19,125.269
