date,adjClose
1979-01-02,19.353
1979-01-03,19.353
1979-01-04,19.353
1979-01-05,19.353
1979-01-08,19.353
1979-01-09,19.353
1979-01-10,19.353
1979-01-11,19.353
1979-01-12,19.353
1979-01-15,19.353
1979-01-16,19.353
1979-01-17,19.353
1979-01-18,19.353
1979-01-19,19.353
1979-01-22,19.353
1979-01-23,19.353
1979-01-24,19.353
1979-01-25,19.353
1979-01-26,19.353
1979-01-29,19.353
1979-01-30,20.023
1979-01-31,20.023
1979-02-01,20.023
1979-02-02,20.023
1979-02-05,20.023
1979-02-06,20.023
1979-02-07,20.023
1979-02-08,20.023
1979-02-09,20.023
1979-02-12,20.023
1979-02-13,20.023
1979-02-14,20.023
1979-02-15,20.023
1979-02-16,20.023
1979-02-20,20.023
1979-02-21,20.023
1979-02-22,20.023
1979-02-23,20.023
1979-02-26,20.023
1979-02-27,19.343
1979-02-28,19.343
1979-03-01,19.343
1979-03-02,19.343
1979-03-05,19.343
1979-03-06,19.343
1979-03-07,19.343
1979-03-08,19.343
1979-03-09,19.343
1979-03-12,19.343
1979-03-13,19.343
1979-03-14,19.343
1979-03-15,19.343
1979-03-16,19.343
1979-03-19,19.343
1979-03-20,19.343
1979-03-21,19.343
1979-03-22,19.343
1979-03-23,19.343
1979-03-26,19.343
1979-03-27,19.343
1979-03-28,19.343
1979-03-29,19.343
1979-03-30,20.605
1979-04-02,20.605
1979-04-03,20.605
1979-04-04,20.605
1979-04-05,20.605
1979-04-06,20.605
1979-04-09,20.605
1979-04-10,20.605
1979-04-11,20.605
1979-04-12,20.605
1979-04-16,20.605
1979-04-17,20.605
1979-04-18,20.605
1979-04-19,20.605
1979-04-20,20.605
1979-04-23,20.605
1979-04-24,20.605
1979-04-25,20.605
1979-04-26,20.605
1979-04-27,20.605
1979-04-30,20.737
1979-05-01,20.737
1979-05-02,20.737
1979-05-03,20.737
1979-05-04,20.737
1979-05-07,20.737
1979-05-08,20.737
1979-05-09,20.737
1979-05-10,20.737
1979-05-11,20.737
1979-05-14,20.737
1979-05-15,20.737
1979-05-16,20.737
1979-05-17,20.737
1979-05-18,20.737
1979-05-21,20.737
1979-05-22,20.737
1979-05-23,20.737
1979-05-24,20.737
1979-05-25,20.737
1979-05-29,20.737
1979-05-30,20.403
1979-05-31,20.403
1979-06-01,20.403
1979-06-04,20.403
1979-06-05,20.403
1979-06-06,20.403
1979-06-07,20.403
1979-06-08,20.403
1979-06-11,20.403
1979-06-12,20.403
1979-06-13,20.403
1979-06-14,20.403
1979-06-15,20.403
1979-06-18,20.403
1979-06-19,20.403
1979-06-20,20.403
