date,adjClose,bond_return
1976-06-01,100000.0,
1976-06-02,100023.65690807416,0.0002365690807417
1976-06-03,100047.21418934123,0.0002355170966077
1976-06-04,100260.63954289423,0.0021332463405636
1976-06-07,100395.05462718826,0.0013406565618057
1976-06-08,100372.34242297403,-0.0002262283167089
1976-06-09,100435.60548075236,0.0006302837639446
1976-06-10,100551.45780150832,0.001153498504852
1976-06-11,100580.83707437756,0.0002921814711753
1976-06-14,100686.17737216486,0.0010473197564402
1976-06-15,100681.85443962732,-4.293471706218188e-05
1976-06-16,100626.33786908824,-0.0005514059196471
1976-06-17,100649.38647770222,0.0002290514501677
1976-06-18,100773.74152122583,0.0012355270893893
1976-06-21,100896.94090398971,0.0012225345700589
1976-06-22,100841.42912679838,-0.0005501829559348
1976-06-23,100867.19533134309,0.00025551209228
1976-06-24,100918.09663947872,0.0005046368937733
1976-06-25,100894.87939641398,-0.0002300602551759
1976-06-28,100932.6363378283,0.0003742205911756
1976-06-29,100953.71934235614,0.000208881936436
1976-06-30,100976.60115448144,0.0002266564548027
1976-07-01,100996.62215080936,0.0001982736208094
1976-07-02,101084.60376424504,0.0008711342177789
1976-07-06,101222.60757352198,0.0013652307486786
1976-07-07,101187.92342634748,-0.0003426521802385
1976-07-08,101350.55740275336,0.0016072469015955
1976-07-09,101596.60124962956,0.0024276516398273
1976-07-12,101754.31073448568,0.0015523106375241
1976-07-13,101727.56377799608,-0.0002628582150133
1976-07-14,101721.47028620885,-5.990010534950852e-05
1976-07-15,101828.66596849126,0.0010538156986996
1976-07-16,101624.62491459184,-0.0020037683098251
1976-07-19,101628.60716108992,3.918584202833309e-05
1976-07-20,101610.5350335701,-0.0001778252012365
1976-07-21,101620.0055858264,9.320443252436306e-05
1976-07-22,101643.35502398756,0.0002297720613826
1976-07-23,101701.5678525911,0.0005727165203255
1976-07-26,101802.51065494958,0.000992539294033
1976-07-27,101972.2238014346,0.0016670821317976
1976-07-28,101948.0329914376,-0.000237229405177
1976-07-29,102055.70288998573,0.0010561253158967
1976-07-30,102042.42069183638,-0.000130146555001
1976-08-02,102110.65225672096,0.0006686588226931
1976-08-03,102184.65718284772,0.0007247522613089
1976-08-04,102228.34724351198,0.0004275598888203
1976-08-05,102181.56753842956,-0.0004576001309206
1976-08-06,102324.3024045434,0.0013968748919435
1976-08-09,102418.61452772089,0.0009216981788411
1976-08-10,102429.33147078242,0.0001046386256147
1976-08-11,102489.75406314815,0.0005898954088456
1976-08-12,102505.36931979876,0.000152359197203
1976-08-13,102600.48289890672,0.0009278887509904
1976-08-16,102707.52893599193,0.0010433287842384
1976-08-17,102718.40997417318,0.0001059419722584
1976-08-18,102711.61031006718,-6.61971316311405e-05
1976-08-19,102691.36695656796,-0.0001970892427651
1976-08-20,102600.76890370045,-0.0008822363120929
1976-08-23,102763.3023777778,0.0015841350490262
1976-08-24,102822.93759119688,0.0005803162416853
