date,return,adjClose
1975-01-02,23.021,123.021
1975-01-03,23.021,123.021
1975-01-06,23.021,123.021
1975-01-07,23.021,123.021
1975-01-08,23.021,123.021
1975-01-09,23.021,123.021
1975-01-10,23.021,123.021
1975-01-13,23.021,123.021
1975-01-14,23.021,123.021
1975-01-15,23.021,123.021
1975-01-16,23.021,123.021
1975-01-17,23.021,123.021
1975-01-20,23.021,123.021
1975-01-21,23.021,123.021
1975-01-22,23.021,123.021
1975-01-23,23.021,123.021
1975-01-24,23.021,123.021
1975-01-27,23.021,123.021
1975-01-28,23.021,123.021
1975-01-29,23.021,123.021
1975-01-30,23.021,123.021
1975-01-31,23.021,123.021
1975-02-03,12.965,138.971
1975-02-04,12.965,138.971
1975-02-05,12.965,138.971
1975-02-06,12.965,138.971
1975-02-07,12.965,138.971
1975-02-10,12.965,138.971
1975-02-11,12.965,138.971
1975-02-12,12.965,138.971
1975-02-13,12.965,138.971
1975-02-14,12.965,138.971
1975-02-18,12.965,138.971
1975-02-19,12.965,138.971
1975-02-20,12.965,138.971
1975-02-21,12.965,138.971
1975-02-24,12.965,138.971
1975-02-25,12.965,138.971
1975-02-26,12.965,138.971
1975-02-27,12.965,138.971
1975-02-28,12.965,138.971
1975-03-03,-2.908,134.929
1975-03-04,-2.908,134.929
1975-03-05,-2.908,134.929
1975-03-06,-2.908,134.929
1975-03-07,-2.908,134.929
1975-03-10,-2.908,134.929
1975-03-11,-2.908,134.929
1975-03-12,-2.908,134.929
1975-03-13,-2.908,134.929
1975-03-14,-2.908,134.929
1975-03-17,-2.908,134.929
1975-03-18,-2.908,134.929
1975-03-19,-2.908,134.929
1975-03-20,-2.908,134.929
1975-03-21,-2.908,134.929
1975-03-24,-2.908,134.929
1975-03-25,-2.908,134.929
1975-03-26,-2.908,134.929
1975-03-27,-2.908,134.929
1975-03-31,-2.908,134.929
1975-04-01,7.034,144.42
1975-04-02,7.034,144.42
1975-04-03,7.034,144.42
1975-04-04,7.034,144.42
1975-04-07,7.034,144.42
1975-04-08,7.034,144.42
1975-04-09,7.034,144.42
1975-04-10,7.034,144.42
1975-04-11,7.034,144.42
1975-04-14,7.034,144.42
1975-04-15,7.034,144.42
1975-04-16,7.034,144.42
1975-04-17,7.034,144.42
1975-04-18,7.034,144.42
1975-04-21,7.034,144.42
1975-04-22,7.034,144.42
1975-04-23,7.034,144.42
1975-04-24,7.034,144.42
1975-04-25,7.034,144.42
1975-04-28,7.034,144.42
1975-04-29,7.034,144.42
1975-04-30,7.034,144.42
1975-05-01,-1.371,142.44
1975-05-02,-1.371,142.44
1975-05-05,-1.371,142.44
1975-05-06,-1.371,142.44
1975-05-07,-1.371,142.44
1975-05-08,-1.371,142.44
1975-05-09,-1.371,142.44
1975-05-12,-1.371,142.44
1975-05-13,-1.371,142.44
1975-05-14,-1.371,142.44
1975-05-15,-1.371,142.44
1975-05-16,-1.371,142.44
1975-05-19,-1.371,142.44
1975-05-20,-1.371,142.44
1975-05-21,-1.371,142.44
1975-05-22,-1.371,142.44
1975-05-23,-1.371,142.44
1975-05-27,-1.371,142.44
1975-05-28,-1.371,142.44
1975-05-29,-1.371,142.44
1975-05-30,-1.371,142.44
1975-06-02,-6.647,132.972
1975-06-03,-6.647,132.972
1975-06-04,-6.647,132.972
1975-06-05,-6.647,132.972
1975-06-06,-6.647,132.972
1975-06-09,-6.647,132.972
1975-06-10,-6.647,132.972
1975-06-11,-6.647,132.972
1975-06-12,-6.647,132.972
1975-06-13,-6.647,132.972
1975-06-16,-6.647,132.972
1975-06-17,-6.647,132.972
1975-06-18,-6.647,132.972
1975-06-19,-6.647,132.972
1975-06-20,-6.647,132.972
1975-06-23,-6.647,132.972
1975-06-24,-6.647,132.972
1975-06-25,-6.647,132.972
1975-06-26,-6.647,132.972
1975-06-27,-6.647,132.972
1975-06-30,-6.647,132.972
1975-07-01,-3.69,128.066
1975-07-02,-3.69,128.066
1975-07-03,-3.69,128.066
1975-07-07,-3.69,128.066
1975-07-08,-3.69,128.066
1975-07-09,-3.69,128.066
1975-07-10,-3.69,128.066
1975-07-11,-3.69,128.066
1975-07-14,-3.69,128.066
1975-07-15,-3.69,128.066
1975-07-16,-3.69,128.066
1975-07-17,-3.69,128.066
1975-07-18,-3.69,128.066
1975-07-21,-3.69,128.066
1975-07-22,-3.69,128.066
1975-07-23,-3.69,128.066
1975-07-24,-3.69,128.066
1975-07-25,-3.69,128.066
1975-07-28,-3.69,128.066
1975-07-29,-3.69,128.066
1975-07-30,-3.69,128.066
1975-07-31,-3.69,128.066
1975-08-01,2.082,130.732
1975-08-04,2.082,130.732
1975-08-05,2.082,130.732
1975-08-06,2.082,130.732
1975-08-07,2.082,130.732
1975-08-08,2.082,130.732
1975-08-11,2.082,130.732
1975-08-12,2.082,130.732
1975-08-13,2.082,130.732
1975-08-14,2.082,130.732
1975-08-15,2.082,130.732
1975-08-18,2.082,130.732
1975-08-19,2.082,130.732
1975-08-20,2.082,130.732
1975-08-21,2.082,130.732
1975-08-22,2.082,130.732
1975-08-25,2.082,130.732
1975-08-26,2.082,130.732
1975-08-27,2.082,130.732
1975-08-28,2.082,130.732
1975-08-29,2.082,130.732
1975-09-02,-4.407,124.971
1975-09-03,-4.407,124.971
1975-09-04,-4.407,124.971
1975-09-05,-4.407,124.971
1975-09-08,-4.407,124.971
1975-09-09,-4.407,124.971
1975-09-10,-4.407,124.971
1975-09-11,-4.407,124.971
1975-09-12,-4.407,124.971
1975-09-15,-4.407,124.971
1975-09-16,-4.407,124.971
1975-09-17,-4.407,124.971
1975-09-18,-4.407,124.971
1975-09-19,-4.407,124.971
1975-09-22,-4.407,124.971
1975-09-23,-4.407,124.971
1975-09-24,-4.407,124.971
1975-09-25,-4.407,124.971
1975-09-26,-4.407,124.971
1975-09-29,-4.407,124.971
1975-09-30,-4.407,124.971
1975-10-01,7.978,134.941
1975-10-02,7.978,134.941
1975-10-03,7.978,134.941
1975-10-06,7.978,134.941
1975-10-07,7.978,134.941
1975-10-08,7.978,134.941
1975-10-09,7.978,134.941
1975-10-10,7.978,134.941
1975-10-13,7.978,134.941
1975-10-14,7.978,134.941
1975-10-15,7.978,134.941
1975-10-16,7.978,134.941
1975-10-17,7.978,134.941
1975-10-20,7.978,134.941
1975-10-21,7.978,134.941
1975-10-22,7.978,134.941
1975-10-23,7.978,134.941
1975-10-24,7.978,134.941
1975-10-27,7.978,134.941
1975-10-28,7.978,134.941
1975-10-29,7.978,134.941
1975-10-30,7.978,134.941
1975-10-31,7.978,134.941
1975-11-03,2.212,137.926
1975-11-04,2.212,137.926
1975-11-05,2.212,137.926
1975-11-06,2.212,137.926
1975-11-07,2.212,137.926
1975-11-10,2.212,137.926
1975-11-11,2.212,137.926
1975-11-12,2.212,137.926
1975-11-13,2.212,137.926
1975-11-14,2.212,137.926
1975-11-17,2.212,137.926
1975-11-18,2.212,137.926
1975-11-19,2.212,137.926
1975-11-20,2.212,137.926
1975-11-21,2.212,137.926
1975-11-24,2.212,137.926
1975-11-25,2.212,137.926
1975-11-26,2.212,137.926
1975-11-28,2.212,137.926
1975-12-01,1.948,140.612
1975-12-02,1.948,140.612
1975-12-03,1.948,140.612
1975-12-04,1.948,140.612
1975-12-05,1.948,140.612
1975-12-08,1.948,140.612
1975-12-09,1.948,140.612
1975-12-10,1.948,140.612
1975-12-11,1.948,140.612
1975-12-12,1.948,140.612
1975-12-15,1.948,140.612
1975-12-16,1.948,140.612
1975-12-17,1.948,140.612
1975-12-18,1.948,140.612
1975-12-19,1.948,140.612
1975-12-22,1.948,140.612
1975-12-23,1.948,140.612
1975-12-24,1.948,140.612
1975-12-26,1.948,140.612
1975-12-29,1.948,140.612
1975-12-30,1.948,140.612
1975-12-31,1.948,140.612
1976-01-02,4.11,146.392
1976-01-05,4.11,146.392
1976-01-06,4.11,146.392
1976-01-07,4.11,146.392
1976-01-08,4.11,146.392
1976-01-09,4.11,146.392
1976-01-12,4.11,146.392
1976-01-13,4.11,146.392
1976-01-14,4.11,146.392
1976-01-15,4.11,146.392
1976-01-16,4.11,146.392
1976-01-19,4.11,146.392
1976-01-20,4.11,146.392
1976-01-21,4.11,146.392
1976-01-22,4.11,146.392
1976-01-23,4.11,146.392
1976-01-26,4.11,146.392
1976-01-27,4.11,146.392
1976-01-28,4.11,146.392
1976-01-29,4.11,146.392
1976-01-30,4.11,146.392
1976-02-02,-2.215,143.149
1976-02-03,-2.215,143.149
1976-02-04,-2.215,143.149
1976-02-05,-2.215,143.149
1976-02-06,-2.215,143.149
1976-02-09,-2.215,143.149
1976-02-10,-2.215,143.149
1976-02-11,-2.215,143.149
1976-02-12,-2.215,143.149
1976-02-13,-2.215,143.149
1976-02-17,-2.215,143.149
1976-02-18,-2.215,143.149
1976-02-19,-2.215,143.149
1976-02-20,-2.215,143.149
1976-02-23,-2.215,143.149
1976-02-24,-2.215,143.149
1976-02-25,-2.215,143.149
1976-02-26,-2.215,143.149
1976-02-27,-2.215,143.149
1976-03-01,-2.731,139.24
1976-03-02,-2.731,139.24
1976-03-03,-2.731,139.24
1976-03-04,-2.731,139.24
1976-03-05,-2.731,139.24
1976-03-08,-2.731,139.24
1976-03-09,-2.731,139.24
1976-03-10,-2.731,139.24
1976-03-11,-2.731,139.24
1976-03-12,-2.731,139.24
1976-03-15,-2.731,139.24
1976-03-16,-2.731,139.24
1976-03-17,-2.731,139.24
1976-03-18,-2.731,139.24
1976-03-19,-2.731,139.24
1976-03-22,-2.731,139.24
1976-03-23,-2.731,139.24
1976-03-24,-2.731,139.24
1976-03-25,-2.731,139.24
1976-03-26,-2.731,139.24
1976-03-29,-2.731,139.24
1976-03-30,-2.731,139.24
1976-03-31,-2.731,139.24
1976-04-01,-1.052,137.775
1976-04-02,-1.052,137.775
1976-04-05,-1.052,137.775
1976-04-06,-1.052,137.775
1976-04-07,-1.052,137.775
1976-04-08,-1.052,137.775
1976-04-09,-1.052,137.775
1976-04-12,-1.052,137.775
1976-04-13,-1.052,137.775
1976-04-14,-1.052,137.775
1976-04-15,-1.052,137.775
1976-04-19,-1.052,137.775
1976-04-20,-1.052,137.775
1976-04-21,-1.052,137.775
1976-04-22,-1.052,137.775
1976-04-23,-1.052,137.775
1976-04-26,-1.052,137.775
1976-04-27,-1.052,137.775
1976-04-28,-1.052,137.775
1976-04-29,-1.052,137.775
1976-04-30,-1.052,137.775
1976-05-03,-4.611,131.422
1976-05-04,-4.611,131.422
1976-05-05,-4.611,131.422
1976-05-06,-4.611,131.422
1976-05-07,-4.611,131.422
1976-05-10,-4.611,131.422
1976-05-11,-4.611,131.422
1976-05-12,-4.611,131.422
1976-05-13,-4.611,131.422
1976-05-14,-4.611,131.422
1976-05-17,-4.611,131.422
1976-05-18,-4.611,131.422
1976-05-19,-4.611,131.422
1976-05-20,-4.611,131.422
1976-05-21,-4.611,131.422
1976-05-24,-4.611,131.422
1976-05-25,-4.611,131.422
1976-05-26,-4.611,131.422
1976-05-27,-4.611,131.422
1976-05-28,-4.611,131.422
1976-06-01,-0.15,131.225
1976-06-02,-0.15,131.225
1976-06-03,-0.15,131.225
1976-06-04,-0.15,131.225
1976-06-07,-0.15,131.225
1976-06-08,-0.15,131.225
1976-06-09,-0.15,131.225
1976-06-10,-0.15,131.225
1976-06-11,-0.15,131.225
1976-06-14,-0.15,131.225
1976-06-15,-0.15,131.225
1976-06-16,-0.15,131.225
1976-06-17,-0.15,131.225
1976-06-18,-0.15,131.225
1976-06-21,-0.15,131.225
1976-06-22,-0.15,131.225
1976-06-23,-0.15,131.225
1976-06-24,-0.15,131.225
1976-06-25,-0.15,131.225
1976-06-28,-0.15,131.225
1976-06-29,-0.15,131.225
1976-06-30,-0.15,131.225
1976-07-01,-1.663,129.043
1976-07-02,-1.663,129.043
1976-07-06,-1.663,129.043
1976-07-07,-1.663,129.043
1976-07-08,-1.663,129.043
1976-07-09,-1.663,129.043
1976-07-12,-1.663,129.043
1976-07-13,-1.663,129.043
1976-07-14,-1.663,129.043
1976-07-15,-1.663,129.043
1976-07-16,-1.663,129.043
1976-07-19,-1.663,129.043
1976-07-20,-1.663,129.043
1976-07-21,-1.663,129.043
1976-07-22,-1.663,129.043
1976-07-23,-1.663,129.043
1976-07-26,-1.663,129.043
1976-07-27,-1.663,129.043
1976-07-28,-1.663,129.043
1976-07-29,-1.663,129.043
1976-07-30,-1.663,129.043
1976-08-02,-2.001,126.461
1976-08-03,-2.001,126.461
1976-08-04,-2.001,126.461
1976-08-05,-2.001,126.461
1976-08-06,-2.001,126.461
1976-08-09,-2.001,126.461
1976-08-10,-2.001,126.461
1976-08-11,-2.001,126.461
1976-08-12,-2.001,126.461
1976-08-13,-2.001,126.461
1976-08-16,-2.001,126.461
1976-08-17,-2.001,126.461
1976-08-18,-2.001,126.461
1976-08-19,-2.001,126.461
1976-08-20,-2.001,126.461
1976-08-23,-2.001,126.461
1976-08-24,-2.001,126.461
1976-08-25,-2.001,126.461
1976-08-26,-2.001,126.461
1976-08-27,-2.001,126.461
1976-08-30,-2.001,126.461
1976-08-31,-2.001,126.461
1976-09-01,-2.913,122.777
1976-09-02,-2.913,122.777
1976-09-03,-2.913,122.777
1976-09-07,-2.913,122.777
1976-09-08,-2.913,122.777
1976-09-09,-2.913,122.777
1976-09-10,-2.913,122.777
1976-09-13,-2.913,122.777
1976-09-14,-2.913,122.777
1976-09-15,-2.913,122.777
1976-09-16,-2.913,122.777
1976-09-17,-2.913,122.777
1976-09-20,-2.913,122.777
1976-09-21,-2.913,122.777
1976-09-22,-2.913,122.777
1976-09-23,-2.913,122.777
1976-09-24,-2.913,122.777
1976-09-27,-2.913,122.777
1976-09-28,-2.913,122.777
1976-09-29,-2.913,122.777
1976-09-30,-2.913,122.777
1976-10-01,-7.183,113.958
1976-10-04,-7.183,113.958
1976-10-05,-7.183,113.958
1976-10-06,-7.183,113.958
1976-10-07,-7.183,113.958
1976-10-08,-7.183,113.958
1976-10-11,-7.183,113.958
